id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,
14,14TH STREET NW / MISSOURI AVENUE NW / -,14,4/6/2011,13:30 - 13:45,0,59,0,0,0,0,1,44,0,7,0,0,0,3,0,0,,,,
14,14TH STREET NW / MISSOURI AVENUE NW / -,14,4/6/2011,13:45 - 14:00,0,32,0,0,0,0,2,46,0,3,0,0,0,0,1,2,,,,
14,14TH STREET NW / MISSOURI AVENUE NW / -,14,4/6/2011,14:00 - 14:15,0,47,0,0,0,0,0,44,0,3,0,0,0,1,1,1,,,,
14,14TH STREET NW / MISSOURI AVENUE NW / -,14,4/6/2011,14:15 - 14:30,0,63,0,0,0,0,0,57,0,8,0,0,0,0,0,1,,,,
14,14TH STREET NW / MISSOURI AVENUE NW / -,14,4/6/2011,14:30 - 14:45,0,56,0,0,0,0,0,59,0,8,0,0,0,0,0,4,,,,
14,14TH STREET NW / MISSOURI AVENUE NW / -,14,4/6/2011,14:45 - 15:00,0,43,0,0,0,0,0,47,0,3,0,0,0,0,0,4,,,,
14,14TH STREET NW / MISSOURI AVENUE NW / -,14,4/6/2011,15:00 - 15:15,0,77,0,0,0,0,0,63,0,6,0,0,0,1,0,2,,,,
14,14TH STREET NW / MISSOURI AVENUE NW / -,14,4/6/2011,15:15 - 15:30,0,59,0,0,0,0,0,78,0,9,0,0,0,0,5,3,,,,
14,14TH STREET NW / MISSOURI AVENUE NW / -,14,4/6/2011,15:30 - 15:45,0,107,0,0,0,0,0,58,0,9,0,0,0,0,0,1,,,,
14,14TH STREET NW / MISSOURI AVENUE NW / -,14,4/6/2011,15:45 - 16:00,0,105,0,0,0,0,0,69,0,4,0,0,0,0,0,5,,,,
14,14TH STREET NW / MISSOURI AVENUE NW / -,14,4/6/2011,16:00 - 16:15,0,71,0,0,0,0,1,75,0,9,0,0,0,1,6,4,,,,
14,14TH STREET NW / MISSOURI AVENUE NW / -,14,4/6/2011,16:15 - 16:30,0,81,0,0,0,0,0,76,0,11,0,0,0,2,2,3,,,,
14,14TH STREET NW / MISSOURI AVENUE NW / -,14,4/6/2011,16:30 - 16:45,0,87,0,0,0,0,1,62,0,7,0,0,0,2,0,0,,,,
14,14TH STREET NW / MISSOURI AVENUE NW / -,14,4/6/2011,16:45 - 17:00,0,92,0,0,0,0,0,76,0,19,0,0,0,0,0,2,,,,
14,14TH STREET NW / MISSOURI AVENUE NW / -,14,4/6/2011,17:00 - 17:15,0,105,0,0,0,0,1,76,0,11,0,0,0,6,6,3,,,,
14,14TH STREET NW / MISSOURI AVENUE NW / -,14,4/6/2011,17:15 - 17:30,0,107,0,0,0,0,0,78,0,12,0,0,0,5,4,3,,,,
id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,06:30 - 06:45,0,346,4,5,0,8,0,109,0,,,,5,2,1,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,06:45 - 07:00,0,361,9,4,0,3,2,146,0,,,,7,4,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,07:00 - 07:15,0,426,0,5,0,7,1,150,0,,,,5,5,1,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,07:15 - 07:30,0,459,8,2,0,8,4,200,0,,,,3,3,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,07:30 - 07:45,0,475,9,3,0,21,3,206,0,,,,4,2,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,07:45 - 08:00,0,434,5,5,0,33,5,228,0,,,,7,4,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,08:00 - 08:15,0,421,8,5,0,40,23,261,0,,,,9,4,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,08:15 - 08:30,0,409,17,13,0,36,28,228,0,,,,8,1,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,08:30 - 08:45,0,408,9,15,0,18,12,255,0,,,,1,0,1,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,08:45 - 09:00,0,380,8,6,0,11,6,211,1,,,,1,0,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,09:00 - 09:15,0,384,4,2,0,7,6,167,0,,,,4,0,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,09:15 - 09:30,0,370,5,10,0,11,5,178,0,,,,2,0,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,09:30 - 09:45,0,353,19,3,0,5,2,159,0,,,,1,4,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,09:45 - 10:00,0,332,1,1,0,2,3,157,0,,,,6,2,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,10:00 - 10:15,0,294,1,3,0,4,7,122,0,,,,7,3,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,10:15 - 10:30,0,309,5,0,0,4,4,141,0,,,,4,2,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,10:30 - 10:45,0,234,8,2,0,4,3,137,1,,,,4,8,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,10:45 - 11:00,0,306,3,1,0,1,2,133,0,,,,1,1,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,11:00 - 11:15,0,254,5,1,0,5,2,99,0,,,,2,1,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,11:15 - 11:30,0,252,3,5,0,3,1,144,0,,,,0,3,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,11:30 - 11:45,0,205,1,5,0,5,4,146,0,,,,2,1,1,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,11:45 - 12:00,0,201,3,4,0,0,6,156,0,,,,3,1,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,12:00 - 12:15,0,159,1,2,0,4,4,165,0,,,,1,1,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,12:15 - 12:30,0,168,3,3,0,5,9,152,0,,,,1,2,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,13:30 - 13:45,0,178,0,5,0,3,0,197,0,,,,5,5,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,13:45 - 14:00,0,148,5,3,0,2,1,222,0,,,,8,0,1,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,14:00 - 14:15,0,177,11,11,0,4,2,244,0,,,,3,2,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,14:15 - 14:30,0,198,6,5,0,6,6,227,0,,,,4,0,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,14:30 - 14:45,0,203,7,7,0,7,2,319,0,,,,1,1,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,14:45 - 15:00,0,187,6,6,0,6,8,240,0,,,,5,1,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,15:00 - 15:15,0,203,6,4,0,10,10,302,0,,,,10,2,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,15:15 - 15:30,0,206,8,6,0,6,16,201,1,,,,1,5,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,15:30 - 15:45,0,200,12,23,0,14,15,294,0,,,,5,5,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,15:45 - 16:00,0,191,3,13,0,6,12,376,0,,,,3,4,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,16:00 - 16:15,0,180,7,14,0,5,10,381,0,,,,6,12,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,16:15 - 16:30,0,209,9,8,0,7,8,394,0,,,,3,5,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,16:30 - 16:45,0,247,4,11,0,5,2,414,0,,,,6,4,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,16:45 - 17:00,0,189,7,1,0,3,11,421,0,,,,2,6,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,17:00 - 17:15,0,204,9,10,0,3,13,392,0,,,,3,2,0,,,,,
15,16TH STREET NW / FORT STEVENS DRIVE NW / -,15,4/6/2011,17:15 - 17:30,0,284,8,8,0,10,21,461,0,,,,2,5,0,,,,,
id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,06:00 - 06:15,0,5,2,0,61,1,0,13,0,1,23,0,0,0,0,2,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,06:15 - 06:30,4,34,6,0,139,2,1,22,2,3,14,0,1,5,0,2,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,06:30 - 06:45,30,40,5,0,200,0,0,15,20,6,63,2,0,6,0,1,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,06:45 - 07:00,22,48,10,2,198,6,0,19,16,6,96,4,10,15,0,1,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,07:00 - 07:15,38,73,3,2,216,4,0,26,12,0,101,0,5,20,0,3,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,07:15 - 07:30,71,72,6,0,309,0,0,25,11,0,123,5,3,19,0,1,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,07:30 - 07:45,63,89,6,8,301,2,1,23,14,0,159,6,1,26,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,07:45 - 08:00,37,108,11,4,325,6,1,21,29,3,131,5,17,37,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,08:00 - 08:15,47,152,2,8,245,3,2,34,14,1,171,6,30,68,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,08:15 - 08:30,36,98,7,19,286,6,1,45,29,0,159,10,4,40,0,2,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,08:30 - 08:45,37,128,18,10,246,16,0,25,27,5,183,10,7,28,0,2,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,08:45 - 09:00,31,66,4,3,235,6,0,51,35,12,162,2,4,16,0,2,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,09:00 - 09:15,15,93,1,3,184,0,1,34,15,14,131,2,2,6,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,09:15 - 09:30,14,46,12,0,195,0,0,21,18,12,122,8,1,11,0,3,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,09:30 - 09:45,23,67,5,0,158,1,0,29,11,2,96,4,0,0,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,09:45 - 10:00,21,67,11,0,150,4,0,16,7,1,105,5,0,6,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,10:00 - 10:15,13,27,5,1,92,0,0,27,23,4,112,2,2,1,0,1,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,10:15 - 10:30,9,35,2,0,134,0,0,20,13,3,114,3,1,1,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,10:30 - 10:45,2,17,4,1,117,0,0,22,9,10,116,3,1,0,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,10:45 - 11:00,3,16,3,0,115,0,0,21,8,5,110,2,1,0,0,1,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,13:30 - 13:45,8,25,5,8,99,3,0,24,14,13,91,2,2,3,0,1,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,13:45 - 14:00,11,40,6,1,114,3,2,48,21,5,99,20,3,10,3,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,14:00 - 14:15,8,27,4,5,94,1,4,39,10,5,117,7,0,1,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,14:15 - 14:30,7,24,10,8,105,2,1,28,8,10,126,9,0,2,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,14:30 - 14:45,14,38,1,6,155,1,0,43,20,12,116,8,0,7,1,3,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,14:45 - 15:00,11,20,2,4,158,4,3,45,11,16,131,10,2,4,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,15:00 - 15:15,3,37,4,10,155,5,1,26,15,25,101,7,0,11,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,15:15 - 15:30,3,38,3,18,115,9,5,51,0,19,108,7,11,22,0,1,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,15:30 - 15:45,5,28,2,9,130,6,1,66,4,22,115,24,6,19,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,15:45 - 16:00,2,30,3,14,118,1,0,26,6,18,49,2,0,8,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,16:00 - 16:15,2,17,3,6,136,1,0,12,7,33,99,0,6,21,0,1,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,16:15 - 16:30,6,40,10,22,151,2,1,39,8,14,104,4,5,14,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,16:30 - 16:45,2,71,4,14,158,2,0,41,11,32,112,2,3,17,0,1,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,16:45 - 17:00,1,40,1,8,137,3,1,38,12,30,118,0,14,24,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,17:00 - 17:15,4,71,3,12,178,7,1,24,12,32,141,6,1,10,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,17:15 - 17:30,3,52,2,9,142,6,0,48,3,21,130,17,6,12,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,17:30 - 17:45,3,62,3,7,156,3,0,36,8,23,123,12,4,19,0,1,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,17:45 - 18:00,3,60,3,6,150,4,0,30,5,20,124,13,3,15,0,1,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,18:00 - 18:15,2,57,2,4,148,3,1,28,4,21,120,12,1,14,0,0,,,,
16,14TH STREET NW / MILITARY ROAD NW / -,16,3/29/2011,18:15 - 18:30,2,52,1,2,142,2,0,23,2,18,121,11,1,11,0,1,,,,
id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,06:00 - 06:15,2,10,6,8,102,4,0,2,0,0,49,1,0,0,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,06:15 - 06:30,2,6,9,5,163,12,0,1,0,0,47,0,0,0,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,06:30 - 06:45,0,8,13,14,257,9,1,2,0,0,60,1,0,0,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,06:45 - 07:00,2,15,13,15,290,12,1,2,0,0,118,2,0,0,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,07:00 - 07:15,3,14,20,19,284,20,0,2,2,0,130,3,2,1,0,2,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,07:15 - 07:30,7,32,26,25,316,26,2,1,2,0,168,7,0,0,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,07:30 - 07:45,13,43,45,28,402,39,10,3,0,0,203,9,1,0,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,07:45 - 08:00,19,43,43,44,372,50,5,6,0,0,214,14,0,0,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,08:00 - 08:15,7,50,49,24,300,36,10,10,0,0,190,14,0,0,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,08:15 - 08:30,4,69,25,3,382,51,0,3,0,0,151,0,1,0,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,08:30 - 08:45,8,59,33,10,297,60,12,6,0,0,184,2,0,1,1,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,08:45 - 09:00,2,44,17,15,342,65,18,4,0,0,176,0,0,0,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,09:00 - 09:15,7,29,24,9,261,33,15,5,0,0,162,5,0,1,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,09:15 - 09:30,4,28,23,11,209,21,13,2,1,0,144,1,0,0,1,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,09:30 - 09:45,2,22,18,8,216,15,8,1,1,0,115,1,0,0,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,09:45 - 10:00,1,16,13,10,160,14,2,4,0,0,104,0,0,0,1,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,10:00 - 10:15,1,16,10,5,145,12,2,7,0,0,117,0,0,0,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,10:15 - 10:30,3,6,12,6,145,15,4,4,0,0,86,2,0,0,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,10:30 - 10:45,2,12,11,5,143,8,6,8,0,0,126,3,0,2,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,10:45 - 11:00,0,10,9,3,155,14,5,3,0,0,102,0,0,0,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,13:30 - 13:45,1,3,4,10,148,7,6,6,0,0,121,4,0,0,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,13:45 - 14:00,0,4,7,5,140,5,4,9,1,0,109,0,0,0,1,1,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,14:00 - 14:15,1,6,10,5,111,2,9,10,0,0,133,2,0,1,1,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,14:15 - 14:30,5,7,8,5,137,13,1,10,2,0,163,4,0,0,1,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,14:30 - 14:45,2,8,8,14,138,15,2,17,0,0,113,1,0,0,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,14:45 - 15:00,8,14,18,17,164,10,6,12,0,0,145,6,0,0,1,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,15:00 - 15:15,13,8,29,8,159,10,16,7,1,0,151,2,0,0,0,1,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,15:15 - 15:30,5,10,8,9,149,5,13,18,2,0,220,5,0,1,0,2,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,15:30 - 15:45,5,9,16,14,105,12,20,13,0,0,217,3,0,1,3,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,15:45 - 16:00,4,10,15,21,116,11,23,15,0,0,218,8,0,0,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,16:00 - 16:15,2,1,24,25,106,8,18,17,0,0,213,7,9,0,1,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,16:15 - 16:30,2,4,10,13,123,9,17,17,0,0,220,8,1,0,1,1,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,16:30 - 16:45,0,2,8,16,141,10,28,23,0,0,199,11,3,3,5,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,16:45 - 17:00,1,5,11,4,124,3,16,19,3,0,230,2,0,2,1,3,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,17:00 - 17:15,1,6,9,18,138,11,25,27,1,0,281,7,4,0,0,3,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,17:15 - 17:30,6,11,13,15,170,9,30,23,1,0,288,5,0,0,0,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,17:30 - 17:45,2,10,22,26,175,8,26,35,1,0,255,8,0,0,1,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,17:45 - 18:00,5,10,17,12,144,5,48,31,1,0,286,7,2,0,1,0,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,18:00 - 18:15,6,3,14,18,162,9,24,23,1,0,245,6,1,2,2,1,,,,
17,OREGON AVENUE NW / MILITARY ROAD NW / -,17,3/29/2011,18:15 - 18:30,5,11,16,20,163,6,23,15,2,0,259,4,2,0,0,1,,,,
id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,06:45 - 07:00,2,92,2,0,3,0,0,37,1,0,3,0,2,0,0,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,07:00 - 07:15,3,78,2,3,1,0,0,35,3,0,3,2,1,1,0,1,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,07:15 - 07:30,1,106,0,0,1,0,0,46,5,3,4,2,0,1,2,2,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,07:30 - 07:45,1,99,2,2,4,0,0,41,4,0,2,0,0,2,0,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,07:45 - 08:00,2,123,2,1,0,1,0,42,2,0,4,1,3,2,4,1,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,08:00 - 08:15,3,144,2,0,0,2,2,60,5,5,0,1,5,0,0,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,08:15 - 08:30,5,137,3,3,4,1,1,52,7,2,4,1,2,9,3,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,08:30 - 08:45,2,119,6,3,2,1,1,45,4,4,5,1,2,12,2,1,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,08:45 - 09:00,0,106,4,3,4,2,1,40,2,2,0,3,0,1,0,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,09:00 - 09:15,0,71,4,0,4,0,2,53,2,1,1,0,3,1,0,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,09:15 - 09:30,0,73,1,0,1,3,0,53,3,0,3,0,4,1,1,1,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,09:30 - 09:45,0,60,2,0,5,0,0,51,2,2,2,1,3,4,0,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,09:45 - 10:00,0,39,0,2,3,0,0,38,2,0,2,2,0,0,1,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,10:00 - 10:15,0,40,4,3,1,1,3,46,0,0,0,0,3,4,0,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,10:15 - 10:30,0,30,3,3,0,1,3,32,0,1,2,0,9,1,0,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,10:30 - 10:45,5,43,4,5,0,0,0,37,1,2,4,0,3,4,1,1,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,10:45 - 11:00,2,44,3,4,3,2,1,60,1,0,0,1,4,8,1,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,11:00 - 11:15,3,40,0,3,1,2,1,46,2,0,2,0,5,0,1,1,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,11:15 - 11:30,2,36,2,2,1,0,0,59,0,0,0,0,0,0,2,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,11:30 - 11:45,0,47,2,1,4,2,1,55,0,0,1,1,1,0,1,1,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,11:45 - 12:00,0,52,2,0,0,0,1,39,0,0,2,0,0,0,0,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,12:00 - 12:15,0,50,1,1,1,0,1,50,0,0,2,1,0,1,1,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,12:15 - 12:30,1,56,1,4,0,0,0,65,0,0,4,0,0,5,1,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,12:30 - 12:45,0,53,4,7,1,3,2,71,0,1,8,2,17,12,2,1,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,12:45 - 13:00,0,58,3,2,1,2,3,66,0,0,3,0,1,1,0,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,13:00 - 13:15,1,46,3,1,1,0,0,55,0,1,3,0,2,2,0,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,13:15 - 13:30,0,55,1,2,0,0,0,86,2,0,1,2,2,2,0,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,13:30 - 13:45,1,26,1,0,3,0,2,61,0,0,1,0,4,4,5,0,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,13:45 - 14:00,1,47,1,2,1,1,1,79,1,0,0,1,2,0,1,1,,,,
18,14TH STREET NW / EMERSON STREET NW / -,18,4/1/2011,14:00 - 14:15,0,42,1,3,3,3,2,72,1,1,4,0,4,0,0,0,,,,
